replicate_id,round,investor_id,trustee_id,target_type,send_ratio,received_visible,returned_visible,visible_return_ratio,deduction_spent,any_deduction,adequate_half_return
79,5,Agent_5,Agent_8,standard,1.0,13.74,7.58,0.5516739446870451,0,0.0,1.0
79,6,Agent_1,Agent_5,standard,1.0,14.669999999999998,7.37,0.5023858214042264,0,0.0,1.0
79,6,Agent_6,Agent_3,defector,1.0,15.0,0.0,0.0,2,1.0,0.0
79,6,Agent_7,Agent_4,defector,1.0,14.04,0.0,0.0,2,1.0,0.0
79,6,Agent_8,Agent_2,standard,1.0,13.86,9.67,0.6976911976911977,0,0.0,1.0
79,7,Agent_2,Agent_1,standard,1.0,15.0,7.88,0.5253333333333333,0,0.0,1.0
79,7,Agent_5,Agent_7,standard,1.0,15.0,7.19,0.47933333333333333,0,0.0,0.0
79,8,Agent_1,Agent_5,standard,1.0,13.440000000000001,7.27,0.540922619047619,0,0.0,1.0
79,8,Agent_6,Agent_3,defector,1.0,14.97,0.78,0.052104208416833664,0,0.0,0.0
79,8,Agent_7,Agent_2,standard,1.0,15.0,10.9,0.7266666666666667,0,0.0,1.0
79,8,Agent_8,Agent_4,defector,1.0,14.25,0.0,0.0,2,1.0,0.0
79,9,Agent_1,Agent_7,standard,1.0,13.14,6.02,0.4581430745814307,0,0.0,0.0
79,9,Agent_2,Agent_3,defector,1.0,15.0,0.62,0.04133333333333333,2,1.0,0.0
79,9,Agent_6,Agent_8,standard,1.0,15.0,6.6,0.44,0,0.0,0.0
79,10,Agent_5,Agent_1,standard,1.0,13.89,7.79,0.5608351331893449,0,0.0,1.0
79,10,Agent_7,Agent_6,standard,1.0,15.0,6.6,0.44,0,0.0,0.0
79,10,Agent_8,Agent_4,defector,1.0,15.0,0.53,0.035333333333333335,2,1.0,0.0
