condition,condition_label,replicate_id,round,investor_id,trustee_id,target_type,send_ratio,actual_return_ratio,visible_return_ratio,deduction_spent,any_deduction,max_deduction,adequate_half_return,deduction_after_half_return,deduction_actual_loss
control,0% defectors,65,10,Agent_7,Agent_3,standard,1.0,0.4666666666666667,0.5436241610738255,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,61,1,Agent_1,Agent_8,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,1,Agent_3,Agent_4,standard,0.8,0.5,0.5525252525252525,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,61,1,Agent_6,Agent_5,standard,0.6,0.5555555555555556,0.5415244596131967,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,61,1,Agent_7,Agent_2,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,2,Agent_4,Agent_7,standard,0.6,0.3333333333333333,0.3406022845275182,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,2,Agent_5,Agent_3,standard,0.8,0.3333333333333333,0.2272385252069225,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,3,Agent_1,Agent_4,standard,0.8,0.5,0.7365079365079366,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,61,3,Agent_6,Agent_3,standard,0.8,0.4166666666666667,0.4510250569476083,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,3,Agent_7,Agent_5,standard,1.0,0.3333333333333333,0.30533333333333335,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,4,Agent_3,Agent_6,standard,0.6,0.3333333333333333,0.382608695652174,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,4,Agent_4,Agent_2,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,4,Agent_5,Agent_1,standard,0.6,0.36666666666666664,0.5666666666666667,2,1.0,1.0,1.0,1.0,5.7
defectors25,25% defectors,61,5,Agent_3,Agent_1,standard,0.8,0.5650000000000001,0.42994100294985255,2,1.0,1.0,0.0,0.0,5.22
defectors25,25% defectors,61,5,Agent_4,Agent_6,standard,1.0,0.4666666666666667,0.5196288365453248,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,61,5,Agent_5,Agent_2,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,6,Agent_1,Agent_5,standard,0.6,0.4444444444444444,0.435759209344115,2,1.0,1.0,0.0,0.0,5.0
defectors25,25% defectors,61,6,Agent_6,Agent_4,standard,1.0,0.4666666666666667,0.4959677419354839,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,6,Agent_7,Agent_3,standard,1.0,0.4666666666666667,0.48200000000000004,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,7,Agent_4,Agent_8,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,7,Agent_5,Agent_6,standard,1.0,0.4,0.4146919431279621,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,7,Agent_7,Agent_1,standard,0.8,0.4066666666666667,0.4943589743589744,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,8,Agent_1,Agent_4,standard,0.8,0.4166666666666667,0.5710144927536231,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,61,8,Agent_3,Agent_2,defector,0.6,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,61,8,Agent_6,Agent_7,standard,1.0,0.4,0.4684095860566449,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,9,Agent_3,Agent_7,standard,0.8,0.4166666666666667,0.4832451499118166,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,9,Agent_4,Agent_1,standard,1.0,0.48933333333333334,0.5160190865712339,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,61,9,Agent_5,Agent_2,defector,0.8,0.0,0.062393162393162394,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,10,Agent_1,Agent_8,defector,1.0,0.0,0.05429553264604812,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,10,Agent_6,Agent_3,standard,0.8,0.4166666666666667,0.48508098891730606,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,61,10,Agent_7,Agent_5,standard,0.6,0.2222222222222222,0.10098039215686276,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,62,1,Agent_5,Agent_2,standard,0.8,0.5416666666666666,0.5404157043879907,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,62,1,Agent_6,Agent_4,standard,0.8,0.61,0.53551912568306,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,62,1,Agent_8,Agent_1,defector,0.8,0.0,0.0924092409240924,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,62,2,Agent_2,Agent_3,defector,0.8,0.0,0.006711409395973154,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,62,2,Agent_4,Agent_8,standard,0.6,0.3888888888888889,0.4943502824858757,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,62,2,Agent_7,Agent_5,standard,0.6,0.4444444444444444,0.36675700090334235,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,62,3,Agent_7,Agent_6,standard,1.0,0.4666666666666667,0.464,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,3,Agent_8,Agent_5,standard,1.0,0.3333333333333333,0.3766666666666667,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,4,Agent_2,Agent_7,standard,1.0,0.4666666666666667,0.506,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,62,4,Agent_4,Agent_1,defector,0.8,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,4,Agent_5,Agent_3,defector,0.6,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,62,4,Agent_6,Agent_8,standard,1.0,0.4666666666666667,0.5278380332610266,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,62,5,Agent_6,Agent_5,standard,0.8,0.5,0.44257703081232497,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,62,5,Agent_8,Agent_2,standard,0.8,0.3333333333333333,0.42842215256008354,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,6,Agent_2,Agent_6,standard,1.0,0.5333333333333333,0.516,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,62,6,Agent_4,Agent_1,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,6,Agent_5,Agent_3,defector,0.8,0.0,0.02440884820747521,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,62,6,Agent_7,Agent_8,standard,0.8,0.5,0.4243827160493827,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,7,Agent_2,Agent_8,standard,1.0,0.4666666666666667,0.412,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,7,Agent_5,Agent_4,standard,1.0,0.4666666666666667,0.478,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,62,8,Agent_4,Agent_2,standard,0.8,0.3333333333333333,0.48924731182795694,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,62,8,Agent_6,Agent_3,defector,0.6,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,8,Agent_7,Agent_5,standard,0.6,0.6666666666666666,0.5077720207253886,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,62,8,Agent_8,Agent_1,defector,0.8,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,9,Agent_4,Agent_7,standard,1.0,0.32066666666666666,0.35550935550935553,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,62,9,Agent_6,Agent_1,defector,0.8,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,9,Agent_8,Agent_5,standard,1.0,0.4666666666666667,0.412,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,10,Agent_2,Agent_6,standard,1.0,0.3333333333333333,0.3953333333333333,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,62,10,Agent_5,Agent_4,standard,1.0,0.4666666666666667,0.6180392156862745,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,62,10,Agent_7,Agent_3,defector,0.8,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,63,1,Agent_2,Agent_1,standard,0.6,0.35555555555555557,0.4222222222222223,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,63,1,Agent_7,Agent_6,standard,0.8,0.5,0.4066091954022989,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,2,Agent_1,Agent_7,standard,0.8,0.4166666666666667,0.4751958224543081,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,2,Agent_3,Agent_4,defector,0.4,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,2,Agent_5,Agent_2,standard,0.6,0.2222222222222222,0.20125786163522016,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,2,Agent_6,Agent_8,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,3,Agent_1,Agent_3,standard,0.6,0.2222222222222222,0.44230769230769224,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,63,3,Agent_6,Agent_5,standard,0.6,0.6666666666666666,0.4401041666666667,2,1.0,1.0,0.0,0.0,3.0
defectors25,25% defectors,63,4,Agent_2,Agent_6,standard,0.8,0.3333333333333333,0.3343166175024582,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,4,Agent_3,Agent_4,defector,0.6,0.0,0.023346303501945526,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,4,Agent_5,Agent_1,standard,0.8,0.5,0.5512820512820512,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,63,4,Agent_7,Agent_8,defector,0.6,0.0,0.09884332281808622,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,5,Agent_2,Agent_4,defector,0.6,0.0,0.07184628237259816,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,63,5,Agent_3,Agent_7,standard,0.8,0.3333333333333333,0.37614678899082565,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,63,5,Agent_5,Agent_8,defector,1.0,0.0,0.07590759075907591,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,63,5,Agent_6,Agent_1,standard,0.8,0.5833333333333334,0.5545722713864307,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,63,6,Agent_1,Agent_3,standard,0.8,0.3333333333333333,0.35130278526504943,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,6,Agent_7,Agent_2,standard,0.8,1.0,0.8032128514056224,2,1.0,1.0,1.0,1.0,0.0
defectors25,25% defectors,63,7,Agent_1,Agent_8,defector,1.0,0.0,0.0013333333333333333,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,63,7,Agent_6,Agent_3,standard,1.0,0.4,0.4039971448965025,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,63,7,Agent_7,Agent_2,standard,1.0,0.3333333333333333,0.356,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,63,8,Agent_2,Agent_4,defector,0.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,63,8,Agent_3,Agent_7,standard,0.6,0.3333333333333333,0.553191489361702,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,63,8,Agent_5,Agent_1,standard,0.8,0.5833333333333334,0.6532976827094474,2,1.0,1.0,1.0,1.0,5.0
defectors25,25% defectors,63,9,Agent_2,Agent_1,standard,1.0,0.4666666666666667,0.4406666666666667,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,63,9,Agent_3,Agent_5,standard,0.8,0.505,0.5561056105610561,2,1.0,1.0,1.0,1.0,5.94
defectors25,25% defectors,63,9,Agent_6,Agent_7,standard,1.0,0.4,0.43533333333333335,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,63,10,Agent_1,Agent_2,standard,0.8,0.5,0.4060031595576619,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,63,10,Agent_5,Agent_3,standard,1.0,0.4666666666666667,0.5182841068917018,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,63,10,Agent_7,Agent_8,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,1,Agent_3,Agent_7,standard,0.6,0.3333333333333333,0.4304207119741101,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,1,Agent_4,Agent_2,standard,0.8,0.7999999999999999,0.809748427672956,2,1.0,1.0,1.0,1.0,2.4000000000000004
defectors25,25% defectors,64,1,Agent_6,Agent_8,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,2,Agent_2,Agent_1,defector,0.6,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,2,Agent_5,Agent_4,standard,0.6,0.3333333333333333,0.41471571906354515,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,2,Agent_7,Agent_6,standard,1.0,0.3333333333333333,0.37066666666666664,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,64,3,Agent_2,Agent_7,standard,0.8,0.26666666666666666,0.33958333333333324,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,3,Agent_4,Agent_3,standard,0.8,0.41250000000000003,0.3138047138047138,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,4,Agent_3,Agent_1,defector,0.8,0.0,0.08024691358024692,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,64,4,Agent_5,Agent_8,defector,0.8,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,4,Agent_6,Agent_2,standard,0.6,0.4444444444444444,0.3022670025188917,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,4,Agent_7,Agent_4,standard,0.8,0.5,0.3924843423799582,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,64,5,Agent_2,Agent_7,standard,1.0,0.4666666666666667,0.48800000000000004,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,5,Agent_3,Agent_6,standard,1.0,0.26666666666666666,0.3227272727272727,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,5,Agent_5,Agent_1,defector,1.0,0.0,0.006072874493927126,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,6,Agent_4,Agent_3,standard,1.0,0.5,0.4666666666666667,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,6,Agent_6,Agent_5,standard,1.0,0.3266666666666667,0.31768707482993197,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,6,Agent_7,Agent_8,defector,0.6,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,7,Agent_4,Agent_2,standard,0.8,0.375,0.5512405609492989,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,64,7,Agent_6,Agent_3,standard,0.8,0.5725,0.5480349344978166,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,64,7,Agent_7,Agent_5,standard,1.0,0.28733333333333333,0.3518948182521268,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,8,Agent_2,Agent_6,standard,0.8,0.4166666666666667,0.37426900584795325,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,8,Agent_3,Agent_1,defector,0.8,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,8,Agent_5,Agent_7,standard,1.0,0.4666666666666667,0.40599999999999997,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,9,Agent_2,Agent_3,standard,1.0,0.412,0.41990291262135926,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,9,Agent_4,Agent_6,standard,1.0,0.26666666666666666,0.2930903568716781,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,64,9,Agent_5,Agent_7,standard,1.0,0.6,0.6453333333333333,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,64,10,Agent_3,Agent_2,standard,1.0,0.43333333333333335,0.5231143552311435,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,64,10,Agent_6,Agent_5,standard,1.0,0.3333333333333333,0.30533333333333335,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,64,10,Agent_7,Agent_1,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,1,Agent_1,Agent_3,defector,0.6,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,1,Agent_5,Agent_6,standard,0.8,0.3333333333333333,0.4169346195069668,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,1,Agent_8,Agent_2,standard,0.6,0.6666666666666666,0.640461215932914,1,1.0,0.0,1.0,1.0,3.0
defectors25,25% defectors,65,2,Agent_2,Agent_7,defector,0.6,0.0,0.04381443298969072,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,2,Agent_4,Agent_5,standard,0.4,0.5833333333333334,0.4917617237008872,1,1.0,0.0,0.0,0.0,2.5
defectors25,25% defectors,65,2,Agent_6,Agent_1,standard,0.6,0.2222222222222222,0.26291079812206575,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,3,Agent_2,Agent_1,standard,0.8,0.5,0.40027322404371585,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,3,Agent_6,Agent_8,standard,0.8,0.4166666666666667,0.39794007490636707,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,4,Agent_1,Agent_6,standard,0.8,0.4166666666666667,0.38958858102434923,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,4,Agent_4,Agent_2,standard,0.6,0.4444444444444444,0.6474926253687315,2,1.0,1.0,1.0,1.0,5.0
defectors25,25% defectors,65,4,Agent_5,Agent_3,defector,0.8,0.0,0.054873054873054876,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,4,Agent_8,Agent_7,defector,0.8,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,5,Agent_1,Agent_7,defector,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,5,Agent_4,Agent_8,standard,0.8,0.5,0.4657637321294207,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,5,Agent_6,Agent_5,standard,0.6,0.4444444444444444,0.364741641337386,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,6,Agent_2,Agent_3,defector,0.6,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,6,Agent_5,Agent_1,standard,1.0,0.6,0.5800139762403914,2,1.0,1.0,1.0,1.0,6.0
defectors25,25% defectors,65,6,Agent_8,Agent_6,standard,1.0,0.4666666666666667,0.46266666666666667,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,7,Agent_1,Agent_8,standard,0.6,0.6666666666666666,0.53,2,1.0,1.0,1.0,1.0,3.0
defectors25,25% defectors,65,7,Agent_2,Agent_5,standard,0.8,0.5,0.4466089466089467,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,7,Agent_4,Agent_7,defector,1.0,0.0,0.042,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,7,Agent_6,Agent_3,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,8,Agent_5,Agent_1,standard,0.8,0.4166666666666667,0.4796747967479674,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,8,Agent_8,Agent_2,standard,1.0,0.26666666666666666,0.2600644122383253,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,9,Agent_1,Agent_7,defector,0.8,0.0,0.0,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,9,Agent_4,Agent_6,standard,1.0,0.4666666666666667,0.4106666666666667,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,9,Agent_8,Agent_2,standard,1.0,0.3333333333333333,0.3302325581395349,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,65,10,Agent_2,Agent_1,standard,0.6,0.3333333333333333,0.253968253968254,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,65,10,Agent_5,Agent_8,standard,1.0,0.4666666666666667,0.486,1,1.0,0.0,0.0,0.0,3.0
defectors25,25% defectors,65,10,Agent_6,Agent_4,standard,1.0,0.3333333333333333,0.3606666666666667,1,1.0,0.0,0.0,0.0,3.0
