exp,cond,file,round,mean_pairwise_sim
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_005_neutral_rep00_myth_control_anything,8,0.8490684
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_005_neutral_rep00_myth_control_anything,9,0.86373043
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_005_neutral_rep00_myth_control_anything,10,0.7774941
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,1,0.76342547
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,2,0.87968904
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,3,0.85110235
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,4,0.8744427
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,5,0.78001034
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,6,0.7859063
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,7,0.85847026
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,8,0.8028319
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,9,0.7815525
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_006_neutral_rep01_myth_control_anything,10,0.71962184
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,1,0.7052999
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,2,0.7899238
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,3,0.6987188
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,4,0.6924885
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,5,0.9056598
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,6,0.8800004
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,7,0.8798342
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,8,0.898965
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,9,0.7853413
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_007_neutral_rep02_myth_control_anything,10,0.8579425
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,1,0.6353708
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,2,0.8932387
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,3,0.9258354
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,4,0.7906861
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,5,0.81571674
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,6,0.88041127
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,7,0.7156533
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,8,0.86913794
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,9,0.85069317
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_008_neutral_rep03_myth_control_anything,10,0.8732139
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,1,0.7851128
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,2,0.6683944
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,3,0.8999158
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,4,0.85912824
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,5,0.89179647
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,6,0.8687557
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,7,0.9013063
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,8,0.75291324
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,9,0.8518843
gemini_2agent_clamped,control,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_009_neutral_rep04_myth_control_anything,10,0.84356093
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,1,0.44170767
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,2,0.51254416
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,3,0.8536915
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,4,0.75743616
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,5,0.7157736
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,6,0.6784439
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,7,0.66800696
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,8,0.7398728
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,9,0.7537873
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_010_neutral_rep00_myth_game_directive_anything,10,0.7650155
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,1,0.71947724
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,2,0.85844994
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,3,0.7502103
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,4,0.83661646
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,5,0.7473747
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,6,0.76084846
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,7,0.9013284
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,8,0.7803186
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,9,0.914422
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_011_neutral_rep01_myth_game_directive_anything,10,0.87022454
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,1,0.67776746
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,2,0.6502826
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,3,0.67324233
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,4,0.6762918
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,5,0.72321516
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,6,0.7237025
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,7,0.7079072
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,8,0.7231808
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,9,0.75909126
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_012_neutral_rep02_myth_game_directive_anything,10,0.6780179
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,1,0.5611623
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,2,0.5186589
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,3,0.89334595
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,4,0.8383868
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,5,0.8905817
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,6,0.8584198
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,7,0.8962469
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,8,0.87263185
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,9,0.8679761
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_013_neutral_rep03_myth_game_directive_anything,10,0.85266894
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,1,0.7521399
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,2,0.84227675
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,3,0.836739
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,4,0.8697933
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,5,0.81370074
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,6,0.86435795
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,7,0.8542918
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,8,0.8372632
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,9,0.85036695
gemini_2agent_clamped,directive,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_014_neutral_rep04_myth_game_directive_anything,10,0.81559825
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,1,0.7546143
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,2,0.5807841
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,3,0.5487822
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,4,0.8161895
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,5,0.82139134
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,6,0.78187644
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,7,0.90758157
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,8,0.90317094
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,9,0.83439064
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_015_neutral_rep00_myth_game_normative_anything,10,0.8823938
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,1,0.83847684
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,2,0.54595214
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,3,0.665631
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,4,0.79424286
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,5,0.6879595
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,6,0.66410553
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,7,0.74557596
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,8,0.774007
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,9,0.75724727
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_016_neutral_rep01_myth_game_normative_anything,10,0.68985784
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,1,0.75197405
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,2,0.6519836
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,3,0.622488
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,4,0.7958496
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,5,0.53728604
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,6,0.68486094
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,7,0.6930456
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,8,0.8568008
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,9,0.85487515
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_017_neutral_rep02_myth_game_normative_anything,10,0.88859284
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,1,0.7802451
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,2,0.4662242
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,3,0.5488969
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,4,0.71768594
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,5,0.6123857
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,6,0.5640891
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,7,0.43735236
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,8,0.67278945
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,9,0.6027297
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_018_neutral_rep03_myth_game_normative_anything,10,0.88032246
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,1,0.5008461
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,2,0.79914653
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,3,0.5409096
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,4,0.6310729
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,5,0.92818236
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,6,0.5903514
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,7,0.56627256
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,8,0.55094326
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,9,0.474106
gemini_2agent_clamped,normative,myth_causal_normative_clamped_gemini31_flashlite_r10_n5_019_neutral_rep04_myth_game_normative_anything,10,0.58005375
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,1,0.81950307
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,2,0.6917281
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,3,0.6897367
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,4,0.75897443
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,5,0.59628534
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,6,0.577649
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,7,0.8676189
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,8,0.7230475
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,9,0.7650411
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_005_neutral_rep00_myth_game_directive_anything,10,0.7818831
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,1,0.8103516
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,2,0.8198281
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,3,0.8132797
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,4,0.78593266
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,5,0.8096571
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,6,0.871922
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,7,0.8449332
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,8,0.806847
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,9,0.8778158
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_006_neutral_rep01_myth_game_directive_anything,10,0.8313327
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,1,0.7987478
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,2,0.75766295
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,3,0.7394451
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,4,0.7594856
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,5,0.8138126
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,6,0.87006617
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,7,0.8768349
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,8,0.88002926
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,9,0.8888526
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_007_neutral_rep02_myth_game_directive_anything,10,0.8265324
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,1,0.7825092
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,2,0.6347412
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,3,0.5423873
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,4,0.8598862
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,5,0.7628724
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,6,0.72128785
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,7,0.9296167
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,8,0.5813101
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,9,0.7791817
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_008_neutral_rep03_myth_game_directive_anything,10,0.78942883
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,1,0.7309477
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,2,0.55410326
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,3,0.6621411
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,4,0.7578373
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,5,0.73137283
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,6,0.6618372
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,7,0.796275
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,8,0.69685364
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,9,0.5797653
sonnet45_2agent_dir_vs_norm,directive,sonnet45_directive_normative_r10_n5_009_neutral_rep04_myth_game_directive_anything,10,0.8127401
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,1,0.90339714
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,2,0.6637261
sonnet45_2agent_dir_vs_norm,normative,sonnet45_directive_normative_r10_n5_010_neutral_rep00_myth_game_normative_anything,3,0.69482493
