condition,condition_label,replicate_id,round,investor_id,trustee_id,target_type,send_ratio,actual_return_ratio,visible_return_ratio,deduction_spent,any_deduction,max_deduction,adequate_half_return,deduction_after_half_return,deduction_actual_loss
defectors25,25% defectors,68,7,Agent_5,Agent_8,defector,1.0,0.0,0.005333333333333333,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,68,7,Agent_7,Agent_6,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,68,8,Agent_1,Agent_2,standard,1.0,0.484,0.4690082644628099,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,68,8,Agent_3,Agent_5,standard,1.0,0.4666666666666667,0.41733333333333333,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,68,9,Agent_1,Agent_8,defector,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,6.0
defectors25,25% defectors,68,9,Agent_4,Agent_7,standard,1.0,0.43200000000000005,0.4521604938271605,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,68,9,Agent_5,Agent_2,standard,1.0,0.4106666666666667,0.4890510948905109,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,68,10,Agent_2,Agent_5,standard,1.0,0.4666666666666667,0.47333333333333333,0,0.0,0.0,0.0,0.0,0.0
defectors25,25% defectors,68,10,Agent_3,Agent_4,standard,1.0,0.5,0.5534290271132377,0,0.0,0.0,1.0,0.0,0.0
defectors25,25% defectors,68,10,Agent_7,Agent_1,standard,1.0,0.498,0.4598393574297188,0,0.0,0.0,0.0,0.0,0.0
