condition,replicate_id,round,target_type,visible_return_ratio,deduction_spent,any_deduction
defectors25,85,10,standard,0.5367346938775509,0,0.0
defectors25,86,1,standard,0.436426116838488,0,0.0
defectors25,86,1,standard,0.42431561996779393,0,0.0
defectors25,86,2,defector,0.0,2,1.0
defectors25,86,2,defector,0.0,2,1.0
defectors25,86,2,standard,0.534020618556701,0,0.0
defectors25,86,2,standard,0.5626666666666666,0,0.0
defectors25,86,3,standard,0.5906666666666667,0,0.0
defectors25,86,3,standard,0.0,0,0.0
defectors25,86,4,defector,0.0,2,1.0
defectors25,86,4,defector,0.0,2,1.0
defectors25,86,4,standard,0.44666666666666666,0,0.0
defectors25,86,4,standard,0.5033333333333333,0,0.0
defectors25,86,5,standard,0.4805725971370144,0,0.0
defectors25,86,5,standard,0.6484992101105845,0,0.0
defectors25,86,6,defector,0.05333333333333334,2,1.0
defectors25,86,6,defector,0.0031821797931583136,2,1.0
defectors25,86,6,standard,0.4755244755244755,0,0.0
defectors25,86,6,standard,0.5116086235489221,0,0.0
defectors25,86,7,defector,0.044723969252271144,2,1.0
defectors25,86,7,standard,0.5686666666666667,0,0.0
defectors25,86,7,standard,0.4891774891774892,0,0.0
defectors25,86,8,standard,0.5956937799043063,0,0.0
defectors25,86,8,standard,0.5560253699788583,0,0.0
defectors25,86,8,standard,0.5366666666666667,0,0.0
defectors25,86,9,defector,0.0,2,1.0
defectors25,86,9,standard,0.5935613682092555,0,0.0
defectors25,86,9,standard,0.6433333333333333,0,0.0
defectors25,86,10,standard,0.5627970128988459,0,0.0
defectors25,86,10,standard,0.434,0,0.0
defectors25,86,10,standard,0.5086666666666667,0,0.0
defectors25,87,1,defector,0.0,2,1.0
defectors25,87,1,standard,0.5393333333333333,0,0.0
defectors25,87,1,standard,0.544,0,0.0
defectors25,87,2,defector,0.006187161639597835,2,1.0
defectors25,87,2,standard,0.48333333333333334,0,0.0
defectors25,87,2,standard,0.6212797619047619,0,0.0
defectors25,87,3,defector,0.0,2,1.0
defectors25,87,3,defector,0.0,2,1.0
defectors25,87,3,standard,,0,0.0
defectors25,87,3,standard,0.654,0,0.0
defectors25,87,4,standard,0.4968421052631579,0,0.0
defectors25,87,4,standard,0.5560375994215473,0,0.0
defectors25,87,5,defector,0.0,2,1.0
defectors25,87,5,standard,0.5414878397711016,0,0.0
defectors25,87,5,standard,0.458,0,0.0
defectors25,87,6,defector,0.009333333333333334,2,1.0
defectors25,87,6,standard,0.494,0,0.0
defectors25,87,6,standard,0.5566666666666666,0,0.0
defectors25,87,7,standard,0.6896296296296297,0,0.0
defectors25,87,7,standard,0.516,0,0.0
defectors25,87,7,standard,0.039301310043668124,2,1.0
defectors25,87,8,defector,0.0,2,1.0
defectors25,87,8,standard,0.0,0,0.0
defectors25,87,8,standard,0.4653333333333334,0,0.0
defectors25,87,9,defector,0.0,0,0.0
defectors25,87,9,defector,,0,0.0
defectors25,87,9,standard,0.5433333333333333,0,0.0
defectors25,87,9,standard,0.44666666666666666,0,0.0
defectors25,87,10,standard,0.551699204627621,0,0.0
defectors25,87,10,standard,0.0,2,1.0
defectors25,88,1,standard,0.5314116777531412,0,0.0
defectors25,88,1,standard,0.5446666666666666,0,0.0
defectors25,88,1,standard,0.5311355311355311,0,0.0
defectors25,88,2,defector,0.002,2,1.0
defectors25,88,2,standard,0.5953333333333333,0,0.0
defectors25,88,2,standard,0.5660000000000001,0,0.0
defectors25,88,3,defector,0.0,2,1.0
defectors25,88,3,defector,0.06593406593406594,2,1.0
defectors25,88,3,standard,0.5262762762762763,0,0.0
defectors25,88,3,standard,0.5590277777777779,0,0.0
defectors25,88,4,standard,0.48879248011569043,0,0.0
defectors25,88,4,standard,0.5106666666666667,0,0.0
defectors25,88,5,defector,0.0,2,1.0
defectors25,88,5,standard,0.5637860082304527,0,0.0
defectors25,88,5,standard,0.496069182389937,0,0.0
defectors25,88,6,defector,0.0,2,1.0
defectors25,88,6,standard,0.5637942551770206,0,0.0
defectors25,88,6,standard,0.5660000000000001,0,0.0
defectors25,88,7,defector,0.0,2,1.0
defectors25,88,7,standard,0.4666666666666667,0,0.0
defectors25,88,7,standard,0.4504913076341648,0,0.0
defectors25,88,8,defector,0.0,2,1.0
defectors25,88,8,standard,0.5446666666666666,0,0.0
defectors25,88,8,standard,0.5073333333333333,0,0.0
defectors25,88,9,standard,0.49733333333333335,0,0.0
defectors25,88,9,standard,0.45922746781115875,0,0.0
defectors25,88,10,defector,0.0,2,1.0
defectors25,88,10,defector,0.014666666666666666,2,1.0
defectors25,88,10,standard,0.45,0,0.0
defectors25,88,10,standard,0.4855371900826446,0,0.0
defectors25,89,1,defector,0.03933333333333333,0,0.0
defectors25,89,1,defector,0.04056047197640119,2,1.0
defectors25,89,1,standard,0.522,0,0.0
defectors25,89,1,standard,0.5146666666666666,0,0.0
defectors25,89,2,standard,0.4308390022675737,0,0.0
defectors25,89,2,standard,0.4805680119581465,0,0.0
defectors25,89,3,standard,0.504,0,0.0
defectors25,89,3,standard,0.5066666666666666,0,0.0
defectors25,89,4,defector,0.025333333333333333,2,1.0
defectors25,89,4,defector,0.0,2,1.0
defectors25,89,4,standard,0.5353333333333333,0,0.0
defectors25,89,4,standard,,0,0.0
defectors25,89,5,defector,0.0,0,0.0
defectors25,89,5,defector,0.0,2,1.0
defectors25,89,5,standard,0.6080669710806696,0,0.0
defectors25,89,5,standard,0.0,0,0.0
defectors25,89,6,standard,0.44623655913978494,0,0.0
defectors25,89,6,standard,0.5578800557880056,0,0.0
defectors25,89,7,defector,0.0,2,1.0
defectors25,89,7,standard,0.5973333333333334,0,0.0
defectors25,89,7,standard,0.43664245359160614,0,0.0
defectors25,89,8,defector,0.0,2,1.0
defectors25,89,8,standard,0.49780701754385964,0,0.0
defectors25,89,8,standard,0.5292331055429006,0,0.0
defectors25,89,9,standard,0.5639455782312924,0,0.0
defectors25,89,9,standard,0.464,0,0.0
defectors25,89,9,standard,0.5351473922902494,0,0.0
defectors25,89,10,defector,0.006,2,1.0
defectors25,89,10,standard,0.5147286821705427,0,0.0
defectors25,89,10,standard,0.5653333333333334,0,0.0
