availability,condition,replicate_id,round,trustee_id,received,returned,return_ratio
off,defectors25,83,2,Agent_6,15.0,8.0,0.5333333333333333
off,defectors25,83,3,Agent_4,15.0,8.0,0.5333333333333333
off,defectors25,83,3,Agent_6,15.0,7.0,0.4666666666666667
off,defectors25,83,4,Agent_1,15.0,8.5,0.5666666666666667
off,defectors25,83,4,Agent_5,15.0,8.0,0.5333333333333333
off,defectors25,83,5,Agent_1,15.0,8.0,0.5333333333333333
off,defectors25,83,5,Agent_4,15.0,9.0,0.6
off,defectors25,83,6,Agent_2,15.0,7.5,0.5
off,defectors25,83,6,Agent_6,15.0,6.5,0.43333333333333335
off,defectors25,83,7,Agent_2,15.0,6.47,0.4313333333333333
off,defectors25,83,7,Agent_5,15.0,7.0,0.4666666666666667
off,defectors25,83,8,Agent_1,15.0,7.04,0.4693333333333333
off,defectors25,83,8,Agent_3,15.0,15.0,1.0
off,defectors25,83,8,Agent_6,15.0,7.5,0.5
off,defectors25,83,9,Agent_5,15.0,7.5,0.5
off,defectors25,83,9,Agent_6,15.0,6.58,0.43866666666666665
off,defectors25,83,10,Agent_1,15.0,6.12,0.40800000000000003
off,defectors25,84,1,Agent_2,15.0,8.0,0.5333333333333333
off,defectors25,84,1,Agent_3,15.0,8.0,0.5333333333333333
off,defectors25,84,2,Agent_4,15.0,7.46,0.49733333333333335
off,defectors25,84,2,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,84,3,Agent_3,15.0,8.0,0.5333333333333333
off,defectors25,84,3,Agent_4,15.0,6.69,0.446
off,defectors25,84,3,Agent_8,15.0,7.0,0.4666666666666667
off,defectors25,84,4,Agent_1,15.0,7.5,0.5
off,defectors25,84,4,Agent_2,15.0,8.0,0.5333333333333333
off,defectors25,84,5,Agent_4,15.0,7.31,0.4873333333333333
off,defectors25,84,5,Agent_6,15.0,10.0,0.6666666666666666
off,defectors25,84,6,Agent_2,15.0,8.0,0.5333333333333333
off,defectors25,84,6,Agent_3,15.0,8.0,0.5333333333333333
off,defectors25,84,6,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,84,7,Agent_1,15.0,7.5,0.5
off,defectors25,84,7,Agent_6,15.0,10.0,0.6666666666666666
off,defectors25,84,8,Agent_3,15.0,7.4,0.49333333333333335
off,defectors25,84,8,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,84,9,Agent_1,15.0,7.5,0.5
off,defectors25,84,9,Agent_2,15.0,10.0,0.6666666666666666
off,defectors25,84,10,Agent_6,15.0,10.0,0.6666666666666666
off,defectors25,84,10,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,85,1,Agent_7,15.0,8.0,0.5333333333333333
off,defectors25,85,1,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,85,2,Agent_1,15.0,8.0,0.5333333333333333
off,defectors25,85,2,Agent_5,15.0,8.0,0.5333333333333333
off,defectors25,85,3,Agent_3,15.0,8.16,0.544
off,defectors25,85,3,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,85,4,Agent_1,15.0,7.0,0.4666666666666667
off,defectors25,85,4,Agent_2,15.0,6.16,0.4106666666666667
off,defectors25,85,4,Agent_5,15.0,8.0,0.5333333333333333
off,defectors25,85,5,Agent_3,15.0,8.56,0.5706666666666667
off,defectors25,85,5,Agent_5,15.0,7.5,0.5
off,defectors25,85,5,Agent_8,15.0,7.0,0.4666666666666667
off,defectors25,85,6,Agent_2,15.0,6.58,0.43866666666666665
off,defectors25,85,6,Agent_7,15.0,7.35,0.49
off,defectors25,85,7,Agent_3,15.0,10.0,0.6666666666666666
off,defectors25,85,7,Agent_5,15.0,7.47,0.498
off,defectors25,85,8,Agent_1,15.0,8.22,0.548
off,defectors25,85,8,Agent_2,15.0,6.42,0.428
off,defectors25,85,9,Agent_3,15.0,8.74,0.5826666666666667
off,defectors25,85,9,Agent_8,15.0,7.14,0.476
off,defectors25,85,10,Agent_7,15.0,7.35,0.49
off,defectors25,86,1,Agent_3,15.0,6.21,0.414
off,defectors25,86,1,Agent_7,15.0,7.27,0.48466666666666663
off,defectors25,86,2,Agent_6,15.0,7.27,0.48466666666666663
off,defectors25,86,2,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,86,3,Agent_4,15.0,8.0,0.5333333333333333
off,defectors25,86,3,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,86,4,Agent_6,15.0,7.5,0.5
off,defectors25,86,4,Agent_7,15.0,7.5,0.5
off,defectors25,86,5,Agent_2,15.0,6.33,0.422
off,defectors25,86,5,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,86,6,Agent_4,15.0,7.0,0.4666666666666667
off,defectors25,86,6,Agent_6,15.0,6.435,0.429
off,defectors25,86,7,Agent_4,15.0,8.0,0.5333333333333333
off,defectors25,86,7,Agent_7,15.0,6.93,0.46199999999999997
off,defectors25,86,8,Agent_2,15.0,6.27,0.418
off,defectors25,86,8,Agent_3,15.0,7.1,0.47333333333333333
off,defectors25,86,8,Agent_6,15.0,7.5,0.5
off,defectors25,86,9,Agent_2,15.0,7.5,0.5
off,defectors25,86,9,Agent_4,15.0,10.0,0.6666666666666666
off,defectors25,86,10,Agent_3,15.0,7.5,0.5
off,defectors25,86,10,Agent_7,15.0,7.36,0.4906666666666667
off,defectors25,86,10,Agent_8,15.0,7.5,0.5
off,defectors25,87,1,Agent_2,15.0,8.0,0.5333333333333333
off,defectors25,87,1,Agent_8,15.0,8.0,0.5333333333333333
off,defectors25,87,2,Agent_1,15.0,10.0,0.6666666666666666
off,defectors25,87,2,Agent_7,15.0,6.72,0.448
off,defectors25,87,3,Agent_5,15.0,7.1,0.47333333333333333
off,defectors25,87,3,Agent_7,15.0,7.5,0.5
off,defectors25,87,4,Agent_4,15.0,7.13,0.47533333333333333
off,defectors25,87,4,Agent_8,15.0,7.5,0.5
off,defectors25,87,5,Agent_2,15.0,7.0,0.4666666666666667
off,defectors25,87,5,Agent_8,15.0,7.5,0.5
off,defectors25,87,6,Agent_1,15.0,10.0,0.6666666666666666
off,defectors25,87,6,Agent_4,15.0,7.5,0.5
off,defectors25,87,7,Agent_1,15.0,10.0,0.6666666666666666
off,defectors25,87,7,Agent_7,15.0,6.75,0.45
off,defectors25,87,7,Agent_8,15.0,7.5,0.5
off,defectors25,87,8,Agent_2,15.0,7.5,0.5
off,defectors25,87,8,Agent_4,15.0,7.5,0.5
off,defectors25,87,9,Agent_2,15.0,7.5,0.5
off,defectors25,87,9,Agent_4,15.0,7.5,0.5
off,defectors25,87,10,Agent_1,15.0,9.22,0.6146666666666667
off,defectors25,87,10,Agent_8,15.0,7.5,0.5
off,defectors25,88,1,Agent_1,15.0,6.77,0.4513333333333333
off,defectors25,88,1,Agent_3,15.0,8.0,0.5333333333333333
off,defectors25,88,1,Agent_8,15.0,6.82,0.45466666666666666
off,defectors25,88,2,Agent_4,15.0,8.0,0.5333333333333333
off,defectors25,88,2,Agent_6,15.0,8.0,0.5333333333333333
off,defectors25,88,3,Agent_3,15.0,8.88,0.5920000000000001
off,defectors25,88,3,Agent_6,15.0,7.2,0.48000000000000004
off,defectors25,88,4,Agent_4,15.0,8.0,0.5333333333333333
off,defectors25,88,4,Agent_5,15.0,6.91,0.46066666666666667
off,defectors25,88,5,Agent_3,15.0,8.48,0.5653333333333334
off,defectors25,88,5,Agent_5,15.0,6.07,0.4046666666666667
off,defectors25,88,6,Agent_1,3.0,3.0,1.0
off,defectors25,88,6,Agent_8,15.0,7.48,0.4986666666666667
off,defectors25,88,7,Agent_1,15.0,13.23,0.882
off,defectors25,88,7,Agent_5,6.0,4.1,0.6833333333333332
off,defectors25,88,8,Agent_6,15.0,8.0,0.5333333333333333
off,defectors25,88,8,Agent_8,15.0,7.5,0.5
off,defectors25,88,9,Agent_5,15.0,7.0,0.4666666666666667
off,defectors25,88,10,Agent_1,15.0,15.0,1.0
off,defectors25,89,1,Agent_3,15.0,8.0,0.5333333333333333
off,defectors25,89,1,Agent_4,15.0,8.0,0.5333333333333333
off,defectors25,89,2,Agent_1,15.0,8.0,0.5333333333333333
off,defectors25,89,2,Agent_6,15.0,8.82,0.588
off,defectors25,89,3,Agent_5,15.0,10.0,0.6666666666666666
off,defectors25,89,3,Agent_6,15.0,10.0,0.6666666666666666
off,defectors25,89,4,Agent_1,15.0,8.0,0.5333333333333333
off,defectors25,89,4,Agent_3,15.0,8.0,0.5333333333333333
off,defectors25,89,5,Agent_1,15.0,10.0,0.6666666666666666
off,defectors25,89,5,Agent_4,15.0,8.0,0.5333333333333333
off,defectors25,89,6,Agent_5,15.0,9.57,0.638
off,defectors25,89,6,Agent_6,15.0,10.0,0.6666666666666666
off,defectors25,89,7,Agent_3,15.0,8.0,0.5333333333333333
off,defectors25,89,7,Agent_5,15.0,8.26,0.5506666666666666
off,defectors25,89,8,Agent_1,15.0,9.12,0.608
off,defectors25,89,8,Agent_6,15.0,8.78,0.5853333333333333
off,defectors25,89,9,Agent_1,15.0,9.8,0.6533333333333334
off,defectors25,89,9,Agent_3,15.0,7.0,0.4666666666666667
off,defectors25,89,9,Agent_4,15.0,7.5,0.5
off,defectors25,89,10,Agent_6,15.0,10.0,0.6666666666666666
off,defectors25,89,10,Agent_8,15.0,7.0,0.4666666666666667
on,control,80,1,Agent_1,15.0,7.04,0.4693333333333333
on,control,80,1,Agent_3,15.0,7.18,0.47866666666666663
on,control,80,1,Agent_5,15.0,6.67,0.44466666666666665
on,control,80,1,Agent_6,15.0,6.87,0.458
on,control,80,2,Agent_2,15.0,8.0,0.5333333333333333
on,control,80,2,Agent_4,15.0,7.5,0.5
on,control,80,2,Agent_7,15.0,7.0,0.4666666666666667
on,control,80,2,Agent_8,15.0,8.0,0.5333333333333333
on,control,80,3,Agent_1,15.0,7.5,0.5
on,control,80,3,Agent_2,15.0,8.0,0.5333333333333333
on,control,80,3,Agent_6,15.0,7.5,0.5
on,control,80,3,Agent_8,15.0,8.0,0.5333333333333333
on,control,80,4,Agent_3,15.0,7.5,0.5
on,control,80,4,Agent_4,15.0,6.18,0.412
on,control,80,4,Agent_5,15.0,8.0,0.5333333333333333
on,control,80,4,Agent_7,15.0,7.5,0.5
on,control,80,5,Agent_1,15.0,7.29,0.486
on,control,80,5,Agent_4,15.0,7.245,0.483
on,control,80,5,Agent_6,15.0,7.5,0.5
on,control,80,5,Agent_8,15.0,8.0,0.5333333333333333
on,control,80,6,Agent_2,15.0,7.5,0.5
on,control,80,6,Agent_3,15.0,7.5,0.5
on,control,80,6,Agent_5,15.0,7.04,0.4693333333333333
on,control,80,6,Agent_7,15.0,8.63,0.5753333333333334
on,control,80,7,Agent_3,15.0,7.5,0.5
on,control,80,7,Agent_4,15.0,7.26,0.484
on,control,80,7,Agent_5,15.0,6.09,0.40599999999999997
on,control,80,7,Agent_6,15.0,7.47,0.498
on,control,80,8,Agent_1,15.0,6.72,0.448
on,control,80,8,Agent_2,15.0,7.5,0.5
on,control,80,8,Agent_7,15.0,7.71,0.514
on,control,80,8,Agent_8,15.0,8.0,0.5333333333333333
on,control,80,9,Agent_1,15.0,7.5,0.5
on,control,80,9,Agent_2,15.0,7.5,0.5
on,control,80,9,Agent_5,15.0,7.33,0.4886666666666667
on,control,80,9,Agent_8,15.0,7.5,0.5
on,control,80,10,Agent_3,15.0,7.5,0.5
on,control,80,10,Agent_4,15.0,7.5,0.5
on,control,80,10,Agent_6,15.0,7.5,0.5
on,control,80,10,Agent_7,15.0,8.5,0.5666666666666667
on,control,81,1,Agent_1,15.0,6.82,0.45466666666666666
on,control,81,1,Agent_2,15.0,8.0,0.5333333333333333
on,control,81,1,Agent_4,15.0,7.36,0.4906666666666667
on,control,81,1,Agent_8,15.0,8.0,0.5333333333333333
on,control,81,2,Agent_3,15.0,7.5,0.5
on,control,81,2,Agent_5,15.0,10.0,0.6666666666666666
on,control,81,2,Agent_6,15.0,7.5,0.5
on,control,81,2,Agent_7,15.0,7.4,0.49333333333333335
on,control,81,3,Agent_4,15.0,8.42,0.5613333333333334
on,control,81,3,Agent_5,15.0,8.94,0.596
on,control,81,3,Agent_6,15.0,6.21,0.414
on,control,81,3,Agent_7,15.0,6.09,0.40599999999999997
on,control,81,4,Agent_1,15.0,7.5,0.5
on,control,81,4,Agent_2,15.0,7.26,0.484
on,control,81,4,Agent_3,15.0,7.5,0.5
on,control,81,4,Agent_8,15.0,8.0,0.5333333333333333
on,control,81,5,Agent_1,15.0,7.5,0.5
on,control,81,5,Agent_3,15.0,6.03,0.402
on,control,81,5,Agent_4,15.0,9.0,0.6
on,control,81,5,Agent_8,15.0,8.5,0.5666666666666667
on,control,81,6,Agent_2,15.0,6.58,0.43866666666666665
on,control,81,6,Agent_5,15.0,8.98,0.5986666666666667
on,control,81,6,Agent_6,15.0,6.39,0.426
on,control,81,6,Agent_7,15.0,6.85,0.45666666666666667
on,control,81,7,Agent_1,15.0,7.5,0.5
on,control,81,7,Agent_3,15.0,7.33,0.4886666666666667
on,control,81,7,Agent_5,15.0,10.0,0.6666666666666666
on,control,81,7,Agent_6,15.0,7.5,0.5
on,control,81,8,Agent_2,15.0,7.02,0.46799999999999997
on,control,81,8,Agent_4,15.0,7.5,0.5
on,control,81,8,Agent_7,15.0,7.5,0.5
on,control,81,8,Agent_8,15.0,7.5,0.5
on,control,81,9,Agent_1,15.0,6.03,0.402
on,control,81,9,Agent_2,15.0,7.5,0.5
on,control,81,9,Agent_5,15.0,9.48,0.632
on,control,81,9,Agent_7,15.0,7.5,0.5
on,control,81,10,Agent_3,15.0,7.5,0.5
on,control,81,10,Agent_4,15.0,9.5,0.6333333333333333
on,control,81,10,Agent_6,15.0,7.5,0.5
on,control,81,10,Agent_8,15.0,6.31,0.42066666666666663
on,control,82,1,Agent_2,15.0,8.0,0.5333333333333333
on,control,82,1,Agent_3,15.0,6.18,0.412
on,control,82,1,Agent_4,15.0,6.22,0.41466666666666663
on,control,82,1,Agent_7,15.0,7.0,0.4666666666666667
on,control,82,2,Agent_1,15.0,7.0,0.4666666666666667
on,control,82,2,Agent_5,15.0,8.0,0.5333333333333333
on,control,82,2,Agent_6,15.0,8.0,0.5333333333333333
on,control,82,2,Agent_8,15.0,8.8,0.5866666666666667
on,control,82,3,Agent_1,15.0,6.17,0.41133333333333333
on,control,82,3,Agent_3,15.0,6.31,0.42066666666666663
on,control,82,3,Agent_5,15.0,7.0,0.4666666666666667
on,control,82,3,Agent_6,15.0,8.0,0.5333333333333333
on,control,82,4,Agent_2,15.0,7.5,0.5
on,control,82,4,Agent_4,15.0,7.5,0.5
on,control,82,4,Agent_7,15.0,8.5,0.5666666666666667
on,control,82,4,Agent_8,15.0,7.5,0.5
on,control,82,5,Agent_1,15.0,7.5,0.5
on,control,82,5,Agent_3,15.0,6.31,0.42066666666666663
on,control,82,5,Agent_4,15.0,6.72,0.448
on,control,82,5,Agent_7,15.0,7.92,0.528
on,control,82,6,Agent_2,15.0,7.5,0.5
on,control,82,6,Agent_5,15.0,7.5,0.5
on,control,82,6,Agent_6,15.0,7.0,0.4666666666666667
on,control,82,6,Agent_8,15.0,7.5,0.5
on,control,82,7,Agent_1,15.0,7.5,0.5
on,control,82,7,Agent_3,15.0,7.5,0.5
on,control,82,7,Agent_4,15.0,7.5,0.5
on,control,82,7,Agent_8,15.0,6.67,0.44466666666666665
on,control,82,8,Agent_2,15.0,7.5,0.5
on,control,82,8,Agent_5,15.0,7.5,0.5
on,control,82,8,Agent_6,15.0,7.0,0.4666666666666667
on,control,82,8,Agent_7,15.0,7.5,0.5
on,control,82,9,Agent_1,15.0,6.05,0.4033333333333333
on,control,82,9,Agent_3,15.0,6.29,0.41933333333333334
on,control,82,9,Agent_5,15.0,7.5,0.5
on,control,82,9,Agent_6,15.0,7.5,0.5
on,control,82,10,Agent_2,15.0,7.5,0.5
on,control,82,10,Agent_4,15.0,7.5,0.5
on,control,82,10,Agent_7,15.0,7.5,0.5
on,control,82,10,Agent_8,15.0,6.13,0.4086666666666667
on,control,83,1,Agent_2,15.0,7.0,0.4666666666666667
on,control,83,1,Agent_4,15.0,6.29,0.41933333333333334
on,control,83,1,Agent_5,15.0,8.0,0.5333333333333333
on,control,83,1,Agent_8,15.0,8.0,0.5333333333333333
on,control,83,2,Agent_1,15.0,8.0,0.5333333333333333
on,control,83,2,Agent_3,15.0,10.0,0.6666666666666666
on,control,83,2,Agent_6,15.0,8.0,0.5333333333333333
on,control,83,2,Agent_7,15.0,8.14,0.5426666666666667
on,control,83,3,Agent_2,15.0,8.0,0.5333333333333333
on,control,83,3,Agent_4,15.0,6.45,0.43
on,control,83,3,Agent_6,15.0,7.5,0.5
on,control,83,3,Agent_7,15.0,9.52,0.6346666666666666
on,control,83,4,Agent_1,15.0,7.0,0.4666666666666667
on,control,83,4,Agent_3,15.0,7.17,0.478
on,control,83,4,Agent_5,15.0,8.0,0.5333333333333333
on,control,83,4,Agent_8,15.0,8.0,0.5333333333333333
on,control,83,5,Agent_1,15.0,7.5,0.5
on,control,83,5,Agent_4,15.0,7.5,0.5
on,control,83,5,Agent_7,15.0,8.46,0.5640000000000001
on,control,83,5,Agent_8,15.0,7.31,0.4873333333333333
on,control,83,6,Agent_2,15.0,8.0,0.5333333333333333
on,control,83,6,Agent_3,15.0,7.5,0.5
on,control,83,6,Agent_5,15.0,8.0,0.5333333333333333
on,control,83,6,Agent_6,15.0,7.5,0.5
on,control,83,7,Agent_2,15.0,7.0,0.4666666666666667
on,control,83,7,Agent_4,15.0,7.11,0.47400000000000003
on,control,83,7,Agent_5,15.0,7.5,0.5
on,control,83,7,Agent_8,15.0,7.5,0.5
on,control,83,8,Agent_1,15.0,7.04,0.4693333333333333
on,control,83,8,Agent_3,15.0,7.5,0.5
on,control,83,8,Agent_6,15.0,7.5,0.5
on,control,83,8,Agent_7,15.0,8.68,0.5786666666666667
on,control,83,9,Agent_4,15.0,6.81,0.45399999999999996
on,control,83,9,Agent_5,15.0,7.5,0.5
on,control,83,9,Agent_6,15.0,6.58,0.43866666666666665
on,control,83,9,Agent_7,15.0,10.0,0.6666666666666666
on,control,83,10,Agent_1,15.0,6.12,0.40800000000000003
on,control,83,10,Agent_2,15.0,7.0,0.4666666666666667
on,control,83,10,Agent_3,15.0,6.12,0.40800000000000003
on,control,83,10,Agent_8,15.0,7.5,0.5
on,control,84,1,Agent_1,15.0,8.0,0.5333333333333333
on,control,84,1,Agent_2,15.0,8.0,0.5333333333333333
on,control,84,1,Agent_3,15.0,8.0,0.5333333333333333
on,control,84,1,Agent_6,15.0,8.0,0.5333333333333333
on,control,84,2,Agent_4,15.0,10.0,0.6666666666666666
on,control,84,2,Agent_5,15.0,10.0,0.6666666666666666
on,control,84,2,Agent_7,15.0,8.0,0.5333333333333333
on,control,84,2,Agent_8,15.0,8.0,0.5333333333333333
on,control,84,3,Agent_3,15.0,8.0,0.5333333333333333
on,control,84,3,Agent_4,15.0,9.0,0.6
on,control,84,3,Agent_5,15.0,10.0,0.6666666666666666
on,control,84,3,Agent_8,15.0,6.12,0.40800000000000003
on,control,84,4,Agent_1,15.0,8.0,0.5333333333333333
on,control,84,4,Agent_2,15.0,10.0,0.6666666666666666
on,control,84,4,Agent_6,15.0,9.0,0.6
on,control,84,4,Agent_7,15.0,10.0,0.6666666666666666
on,control,84,5,Agent_1,15.0,7.5,0.5
on,control,84,5,Agent_4,15.0,9.74,0.6493333333333333
on,control,84,5,Agent_5,15.0,9.58,0.6386666666666667
on,control,84,5,Agent_6,15.0,9.0,0.6
on,control,84,6,Agent_2,15.0,8.9,0.5933333333333334
on,control,84,6,Agent_3,15.0,8.0,0.5333333333333333
on,control,84,6,Agent_7,15.0,7.08,0.47200000000000003
on,control,84,6,Agent_8,15.0,7.5,0.5
on,control,84,7,Agent_1,15.0,8.0,0.5333333333333333
on,control,84,7,Agent_2,15.0,9.2,0.6133333333333333
on,control,84,7,Agent_5,15.0,9.92,0.6613333333333333
on,control,84,7,Agent_6,15.0,9.0,0.6
on,control,84,8,Agent_3,15.0,7.4,0.49333333333333335
on,control,84,8,Agent_4,15.0,10.0,0.6666666666666666
on,control,84,8,Agent_7,15.0,7.15,0.4766666666666667
on,control,84,8,Agent_8,15.0,7.5,0.5
on,control,84,9,Agent_1,15.0,7.5,0.5
on,control,84,9,Agent_2,15.0,10.0,0.6666666666666666
on,control,84,9,Agent_3,15.0,7.04,0.4693333333333333
on,control,84,9,Agent_4,15.0,8.32,0.5546666666666666
on,control,84,10,Agent_5,15.0,9.02,0.6013333333333333
on,control,84,10,Agent_6,15.0,8.0,0.5333333333333333
on,control,84,10,Agent_7,15.0,7.5,0.5
on,control,84,10,Agent_8,15.0,7.5,0.5
on,control,85,1,Agent_2,15.0,8.0,0.5333333333333333
on,control,85,1,Agent_3,15.0,7.5,0.5
on,control,85,1,Agent_7,15.0,8.0,0.5333333333333333
on,control,85,1,Agent_8,15.0,8.0,0.5333333333333333
on,control,85,2,Agent_1,15.0,8.0,0.5333333333333333
on,control,85,2,Agent_4,15.0,8.48,0.5653333333333334
on,control,85,2,Agent_5,15.0,8.0,0.5333333333333333
on,control,85,2,Agent_6,15.0,8.0,0.5333333333333333
on,control,85,3,Agent_3,15.0,7.5,0.5
on,control,85,3,Agent_6,15.0,9.0,0.6
on,control,85,3,Agent_7,15.0,7.45,0.4966666666666667
on,control,85,3,Agent_8,15.0,8.0,0.5333333333333333
on,control,85,4,Agent_1,15.0,7.5,0.5
on,control,85,4,Agent_2,15.0,7.0,0.4666666666666667
on,control,85,4,Agent_4,15.0,8.46,0.5640000000000001
on,control,85,4,Agent_5,15.0,8.0,0.5333333333333333
on,control,85,5,Agent_3,15.0,7.84,0.5226666666666666
on,control,85,5,Agent_4,15.0,8.58,0.572
on,control,85,5,Agent_5,15.0,7.41,0.494
on,control,85,5,Agent_8,15.0,7.0,0.4666666666666667
on,control,85,6,Agent_1,15.0,8.5,0.5666666666666667
on,control,85,6,Agent_2,15.0,7.5,0.5
on,control,85,6,Agent_6,15.0,8.5,0.5666666666666667
on,control,85,6,Agent_7,15.0,8.82,0.588
on,control,85,7,Agent_3,15.0,10.0,0.6666666666666666
on,control,85,7,Agent_5,15.0,7.47,0.498
on,control,85,7,Agent_7,15.0,7.99,0.5326666666666667
on,control,85,7,Agent_8,15.0,7.5,0.5
on,control,85,8,Agent_1,15.0,8.22,0.548
on,control,85,8,Agent_2,15.0,7.5,0.5
on,control,85,8,Agent_4,15.0,10.0,0.6666666666666666
on,control,85,8,Agent_6,15.0,8.5,0.5666666666666667
on,control,85,9,Agent_3,15.0,8.74,0.5826666666666667
on,control,85,9,Agent_5,15.0,7.5,0.5
on,control,85,9,Agent_6,15.0,7.5,0.5
on,control,85,9,Agent_8,15.0,7.5,0.5
on,control,85,10,Agent_1,15.0,10.0,0.6666666666666666
on,control,85,10,Agent_2,15.0,7.5,0.5
on,control,85,10,Agent_4,15.0,10.0,0.6666666666666666
on,control,85,10,Agent_7,15.0,9.8,0.6533333333333334
on,control,86,1,Agent_2,15.0,6.63,0.442
on,control,86,1,Agent_3,15.0,6.21,0.414
on,control,86,1,Agent_4,15.0,7.18,0.47866666666666663
on,control,86,1,Agent_7,15.0,7.25,0.48333333333333334
on,control,86,2,Agent_1,15.0,7.0,0.4666666666666667
on,control,86,2,Agent_5,15.0,10.0,0.6666666666666666
on,control,86,2,Agent_6,15.0,7.27,0.48466666666666663
on,control,86,2,Agent_8,15.0,7.5,0.5
on,control,86,3,Agent_2,15.0,10.0,0.6666666666666666
on,control,86,3,Agent_3,15.0,6.38,0.42533333333333334
on,control,86,3,Agent_4,15.0,7.5,0.5
on,control,86,3,Agent_8,15.0,7.5,0.5
on,control,86,4,Agent_1,15.0,7.0,0.4666666666666667
on,control,86,4,Agent_5,15.0,8.5,0.5666666666666667
on,control,86,4,Agent_6,15.0,7.5,0.5
on,control,86,4,Agent_7,15.0,7.5,0.5
on,control,86,5,Agent_2,15.0,8.0,0.5333333333333333
on,control,86,5,Agent_3,15.0,7.5,0.5
on,control,86,5,Agent_7,15.0,6.26,0.41733333333333333
on,control,86,5,Agent_8,15.0,7.33,0.4886666666666667
on,control,86,6,Agent_1,15.0,6.5,0.43333333333333335
on,control,86,6,Agent_4,15.0,6.03,0.402
on,control,86,6,Agent_5,15.0,10.0,0.6666666666666666
on,control,86,6,Agent_6,15.0,6.44,0.42933333333333334
on,control,86,7,Agent_1,15.0,7.5,0.5
on,control,86,7,Agent_4,15.0,7.5,0.5
on,control,86,7,Agent_7,15.0,6.93,0.46199999999999997
on,control,86,7,Agent_8,15.0,7.5,0.5
on,control,86,8,Agent_2,15.0,8.5,0.5666666666666667
on,control,86,8,Agent_3,15.0,7.1,0.47333333333333333
on,control,86,8,Agent_5,15.0,10.0,0.6666666666666666
on,control,86,8,Agent_6,15.0,7.5,0.5
on,control,86,9,Agent_1,15.0,7.5,0.5
on,control,86,9,Agent_2,15.0,10.0,0.6666666666666666
on,control,86,9,Agent_4,15.0,7.46,0.49733333333333335
on,control,86,9,Agent_6,15.0,6.8,0.4533333333333333
on,control,86,10,Agent_3,15.0,7.5,0.5
on,control,86,10,Agent_5,15.0,10.0,0.6666666666666666
on,control,86,10,Agent_7,15.0,7.37,0.49133333333333334
on,control,86,10,Agent_8,15.0,10.0,0.6666666666666666
on,control,87,1,Agent_2,15.0,8.0,0.5333333333333333
on,control,87,1,Agent_5,15.0,6.95,0.4633333333333333
on,control,87,1,Agent_6,15.0,8.0,0.5333333333333333
on,control,87,1,Agent_8,15.0,8.0,0.5333333333333333
on,control,87,2,Agent_1,15.0,8.0,0.5333333333333333
on,control,87,2,Agent_3,15.0,6.47,0.4313333333333333
on,control,87,2,Agent_4,15.0,8.0,0.5333333333333333
on,control,87,2,Agent_7,15.0,8.96,0.5973333333333334
on,control,87,3,Agent_3,15.0,6.74,0.44933333333333336
on,control,87,3,Agent_5,15.0,7.1,0.47333333333333333
on,control,87,3,Agent_6,15.0,8.0,0.5333333333333333
on,control,87,3,Agent_7,15.0,10.0,0.6666666666666666
on,control,87,4,Agent_1,15.0,8.0,0.5333333333333333
on,control,87,4,Agent_2,15.0,7.0,0.4666666666666667
on,control,87,4,Agent_4,15.0,7.13,0.47533333333333333
on,control,87,4,Agent_8,15.0,7.0,0.4666666666666667
on,control,87,5,Agent_2,15.0,7.0,0.4666666666666667
on,control,87,5,Agent_3,15.0,6.63,0.442
on,control,87,5,Agent_7,15.0,10.0,0.6666666666666666
on,control,87,5,Agent_8,15.0,7.5,0.5
on,control,87,6,Agent_1,15.0,8.0,0.5333333333333333
on,control,87,6,Agent_4,15.0,7.5,0.5
on,control,87,6,Agent_5,15.0,7.5,0.5
on,control,87,6,Agent_6,15.0,10.0,0.6666666666666666
on,control,87,7,Agent_1,15.0,8.0,0.5333333333333333
on,control,87,7,Agent_6,15.0,8.5,0.5666666666666667
on,control,87,7,Agent_7,15.0,9.0,0.6
on,control,87,7,Agent_8,15.0,7.0,0.4666666666666667
on,control,87,8,Agent_2,15.0,7.5,0.5
on,control,87,8,Agent_3,15.0,7.25,0.48333333333333334
on,control,87,8,Agent_4,15.0,7.5,0.5
on,control,87,8,Agent_5,15.0,7.5,0.5
on,control,87,9,Agent_2,15.0,7.5,0.5
on,control,87,9,Agent_3,15.0,7.5,0.5
on,control,87,9,Agent_4,15.0,7.5,0.5
on,control,87,9,Agent_6,15.0,9.5,0.6333333333333333
on,control,87,10,Agent_1,15.0,7.5,0.5
on,control,87,10,Agent_5,15.0,6.33,0.422
on,control,87,10,Agent_7,15.0,10.0,0.6666666666666666
on,control,87,10,Agent_8,15.0,6.09,0.40599999999999997
on,control,88,1,Agent_1,15.0,6.77,0.4513333333333333
on,control,88,1,Agent_3,15.0,8.0,0.5333333333333333
