availability,availability_label,condition,condition_label,replicate_id,round,agent_id,word_count,coop_density,coop_present,threat_density,threat_present,half_rule
off,Unavailable,control,0% defectors,64,4,Agent_5,213,2.8169014084507045,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,4,Agent_8,215,3.7209302325581395,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,4,Agent_3,219,4.5662100456621,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,4,Agent_1,227,3.524229074889868,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,4,Agent_6,201,5.970149253731343,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,4,Agent_2,220,5.0,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,4,Agent_7,220,4.090909090909091,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,4,Agent_4,211,4.265402843601896,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,5,Agent_5,213,4.694835680751173,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,5,Agent_1,209,3.349282296650718,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,5,Agent_2,212,3.7735849056603774,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,5,Agent_7,219,4.10958904109589,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,5,Agent_3,207,5.314009661835748,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,5,Agent_6,192,5.208333333333334,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,5,Agent_8,209,5.263157894736842,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,5,Agent_4,212,2.8301886792452833,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,6,Agent_1,206,4.854368932038835,1.0,0.48543689320388345,1.0,0.0
off,Unavailable,control,0% defectors,64,6,Agent_2,207,4.830917874396135,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,6,Agent_4,208,4.807692307692308,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,6,Agent_3,214,5.14018691588785,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,6,Agent_7,212,2.358490566037736,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,6,Agent_8,216,3.7037037037037033,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,6,Agent_6,202,4.455445544554455,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,6,Agent_5,215,3.255813953488372,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,7,Agent_7,207,2.4154589371980677,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,7,Agent_5,228,3.508771929824561,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,7,Agent_6,211,4.265402843601896,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,64,7,Agent_3,204,4.411764705882353,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,7,Agent_4,209,3.349282296650718,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,7,Agent_2,210,2.857142857142857,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,7,Agent_1,220,4.545454545454546,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,7,Agent_8,219,2.73972602739726,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,8,Agent_5,209,2.8708133971291865,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,8,Agent_7,208,3.8461538461538463,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,8,Agent_3,219,4.10958904109589,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,64,8,Agent_1,224,5.357142857142857,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,8,Agent_2,220,4.545454545454546,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,8,Agent_6,209,3.827751196172249,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,64,8,Agent_8,218,5.045871559633028,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,8,Agent_4,212,3.30188679245283,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,9,Agent_1,223,4.932735426008969,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,9,Agent_8,213,4.694835680751173,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,9,Agent_5,203,1.9704433497536946,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,9,Agent_7,207,3.864734299516908,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,9,Agent_4,202,5.9405940594059405,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,9,Agent_6,213,4.694835680751173,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,9,Agent_2,209,4.30622009569378,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,9,Agent_3,213,3.286384976525822,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,10,Agent_6,215,4.186046511627907,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,10,Agent_5,205,3.902439024390244,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,10,Agent_3,221,4.524886877828054,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,64,10,Agent_2,218,4.128440366972478,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,10,Agent_7,213,3.286384976525822,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,10,Agent_1,218,3.669724770642202,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,10,Agent_8,213,4.225352112676056,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,64,10,Agent_4,198,5.05050505050505,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,1,Agent_7,224,4.464285714285714,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,1,Agent_4,216,2.314814814814815,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,1,Agent_8,262,4.198473282442748,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,1,Agent_2,238,2.941176470588235,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,1,Agent_1,232,3.4482758620689653,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,1,Agent_3,225,4.0,1.0,0.4444444444444444,1.0,0.0
off,Unavailable,control,0% defectors,65,1,Agent_5,223,4.484304932735426,1.0,0.4484304932735426,1.0,0.0
off,Unavailable,control,0% defectors,65,1,Agent_6,217,3.686635944700461,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,2,Agent_6,230,3.91304347826087,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,2,Agent_1,224,3.571428571428571,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,2,Agent_3,207,4.3478260869565215,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,2,Agent_8,203,2.4630541871921183,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,65,2,Agent_4,216,6.481481481481481,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,2,Agent_5,229,3.056768558951965,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,2,Agent_2,214,7.009345794392523,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,2,Agent_7,230,3.91304347826087,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,3,Agent_6,217,5.0691244239631335,1.0,0.4608294930875576,1.0,0.0
off,Unavailable,control,0% defectors,65,3,Agent_8,223,3.1390134529147984,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,3,Agent_7,221,3.619909502262444,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,3,Agent_5,215,4.651162790697675,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,3,Agent_3,219,4.5662100456621,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,3,Agent_4,212,2.8301886792452833,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,3,Agent_2,204,3.9215686274509802,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,3,Agent_1,217,5.0691244239631335,1.0,0.4608294930875576,1.0,0.0
off,Unavailable,control,0% defectors,65,4,Agent_1,214,5.607476635514018,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,4,Agent_6,213,5.633802816901409,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,4,Agent_5,223,4.484304932735426,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,4,Agent_3,208,2.8846153846153846,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,4,Agent_8,218,3.669724770642202,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,4,Agent_7,220,5.0,1.0,0.45454545454545453,1.0,0.0
off,Unavailable,control,0% defectors,65,4,Agent_4,209,5.263157894736842,1.0,0.4784688995215311,1.0,0.0
off,Unavailable,control,0% defectors,65,4,Agent_2,216,5.092592592592593,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,5,Agent_6,210,5.714285714285714,1.0,0.4761904761904762,1.0,0.0
off,Unavailable,control,0% defectors,65,5,Agent_5,218,3.669724770642202,1.0,0.45871559633027525,1.0,0.0
off,Unavailable,control,0% defectors,65,5,Agent_3,203,2.955665024630542,1.0,0.49261083743842365,1.0,0.0
off,Unavailable,control,0% defectors,65,5,Agent_2,208,4.326923076923077,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,5,Agent_1,217,4.147465437788019,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,5,Agent_7,219,6.392694063926941,1.0,0.45662100456621,1.0,0.0
off,Unavailable,control,0% defectors,65,5,Agent_4,211,4.739336492890995,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,5,Agent_8,217,3.225806451612903,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,6,Agent_8,214,3.2710280373831773,1.0,0.46728971962616817,1.0,0.0
off,Unavailable,control,0% defectors,65,6,Agent_6,216,5.555555555555555,1.0,0.4629629629629629,1.0,0.0
off,Unavailable,control,0% defectors,65,6,Agent_7,218,4.128440366972478,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,6,Agent_4,200,6.0,1.0,0.5,1.0,0.0
off,Unavailable,control,0% defectors,65,6,Agent_5,215,3.7209302325581395,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,6,Agent_1,214,4.672897196261682,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,6,Agent_2,202,4.455445544554455,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,6,Agent_3,197,3.5532994923857872,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,7,Agent_6,205,5.853658536585367,1.0,0.4878048780487805,1.0,0.0
off,Unavailable,control,0% defectors,65,7,Agent_3,213,3.286384976525822,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,7,Agent_4,194,3.608247422680412,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,7,Agent_7,219,4.5662100456621,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,7,Agent_2,211,3.3175355450236967,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,7,Agent_5,211,3.7914691943127963,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,7,Agent_1,215,4.651162790697675,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,7,Agent_8,202,3.9603960396039604,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,8,Agent_8,210,4.285714285714286,1.0,0.4761904761904762,1.0,0.0
off,Unavailable,control,0% defectors,65,8,Agent_2,202,4.455445544554455,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,8,Agent_7,217,4.6082949308755765,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,8,Agent_4,203,4.433497536945813,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,8,Agent_5,212,4.245283018867925,1.0,0.4716981132075472,1.0,0.0
off,Unavailable,control,0% defectors,65,8,Agent_1,208,4.326923076923077,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,8,Agent_3,216,5.092592592592593,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,8,Agent_6,218,5.045871559633028,1.0,0.45871559633027525,1.0,0.0
off,Unavailable,control,0% defectors,65,9,Agent_3,233,3.4334763948497855,1.0,0.0,0.0,1.0
off,Unavailable,control,0% defectors,65,9,Agent_5,214,4.205607476635514,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,9,Agent_8,213,2.8169014084507045,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,9,Agent_2,213,3.755868544600939,1.0,0.4694835680751174,1.0,0.0
off,Unavailable,control,0% defectors,65,9,Agent_4,202,5.9405940594059405,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,9,Agent_6,210,6.666666666666667,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,9,Agent_1,213,5.164319248826291,1.0,0.4694835680751174,1.0,0.0
off,Unavailable,control,0% defectors,65,9,Agent_7,206,4.368932038834951,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,10,Agent_2,223,4.932735426008969,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,10,Agent_1,213,5.164319248826291,1.0,0.4694835680751174,1.0,0.0
off,Unavailable,control,0% defectors,65,10,Agent_7,217,5.529953917050691,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,10,Agent_3,226,4.424778761061947,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,10,Agent_6,226,5.752212389380531,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,10,Agent_4,216,4.62962962962963,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,10,Agent_5,219,4.5662100456621,1.0,0.0,0.0,0.0
off,Unavailable,control,0% defectors,65,10,Agent_8,219,2.73972602739726,1.0,0.45662100456621,1.0,0.0
off,Unavailable,defectors25,25% defectors,61,1,Agent_3,251,3.5856573705179287,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,1,Agent_4,242,3.71900826446281,1.0,0.8264462809917356,1.0,0.0
off,Unavailable,defectors25,25% defectors,61,1,Agent_7,211,3.3175355450236967,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,1,Agent_1,226,2.6548672566371683,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,1,Agent_6,213,4.225352112676056,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,1,Agent_5,233,3.4334763948497855,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,2,Agent_6,222,4.504504504504505,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,2,Agent_1,218,2.7522935779816518,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,2,Agent_5,202,4.455445544554455,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,2,Agent_3,222,4.954954954954955,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,2,Agent_4,224,4.464285714285714,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,2,Agent_7,224,6.25,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,3,Agent_1,218,3.211009174311927,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,3,Agent_4,220,5.0,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,3,Agent_6,216,3.2407407407407405,1.0,0.4629629629629629,1.0,0.0
off,Unavailable,defectors25,25% defectors,61,3,Agent_3,222,4.054054054054054,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,3,Agent_7,209,5.741626794258373,1.0,0.4784688995215311,1.0,0.0
off,Unavailable,defectors25,25% defectors,61,3,Agent_5,207,3.864734299516908,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,4,Agent_4,213,4.225352112676056,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,4,Agent_3,217,3.686635944700461,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,4,Agent_6,215,5.5813953488372094,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,4,Agent_5,215,2.7906976744186047,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,4,Agent_1,207,4.3478260869565215,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,4,Agent_7,220,5.454545454545454,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,5,Agent_3,210,4.761904761904762,1.0,0.4761904761904762,1.0,0.0
off,Unavailable,defectors25,25% defectors,61,5,Agent_1,187,4.27807486631016,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,5,Agent_4,211,4.265402843601896,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,5,Agent_6,205,3.414634146341464,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,5,Agent_5,208,2.8846153846153846,1.0,0.4807692307692308,1.0,0.0
off,Unavailable,defectors25,25% defectors,61,5,Agent_7,221,4.072398190045249,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,6,Agent_6,215,3.7209302325581395,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,6,Agent_4,210,5.238095238095238,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,6,Agent_7,209,5.741626794258373,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,6,Agent_3,208,3.8461538461538463,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,6,Agent_1,217,4.147465437788019,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,6,Agent_5,210,2.857142857142857,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,7,Agent_4,215,4.651162790697675,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,7,Agent_5,207,3.3816425120772946,1.0,0.966183574879227,1.0,0.0
off,Unavailable,defectors25,25% defectors,61,7,Agent_6,212,3.7735849056603774,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,7,Agent_3,215,4.651162790697675,1.0,0.46511627906976744,1.0,0.0
off,Unavailable,defectors25,25% defectors,61,7,Agent_7,217,3.686635944700461,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,7,Agent_1,200,5.5,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,8,Agent_3,207,3.864734299516908,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,8,Agent_5,209,2.3923444976076556,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,8,Agent_6,208,4.326923076923077,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,8,Agent_7,212,4.716981132075472,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,8,Agent_1,226,3.982300884955752,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,8,Agent_4,215,5.116279069767442,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,9,Agent_6,217,5.529953917050691,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,9,Agent_4,202,3.9603960396039604,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,9,Agent_1,208,5.288461538461538,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,9,Agent_5,209,4.30622009569378,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,9,Agent_3,211,5.687203791469194,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,9,Agent_7,204,4.901960784313726,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,10,Agent_6,208,4.326923076923077,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,10,Agent_3,212,4.245283018867925,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,10,Agent_7,219,5.0228310502283104,1.0,0.0,0.0,1.0
off,Unavailable,defectors25,25% defectors,61,10,Agent_5,201,2.9850746268656714,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,10,Agent_4,206,4.368932038834951,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,61,10,Agent_1,218,3.669724770642202,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,1,Agent_5,223,2.690582959641256,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,1,Agent_2,258,5.813953488372093,1.0,0.0,0.0,1.0
off,Unavailable,defectors25,25% defectors,62,1,Agent_7,243,2.4691358024691357,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,1,Agent_6,217,2.3041474654377883,1.0,0.4608294930875576,1.0,0.0
off,Unavailable,defectors25,25% defectors,62,1,Agent_4,250,3.2,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,1,Agent_8,240,4.583333333333333,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,2,Agent_7,212,4.716981132075472,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,2,Agent_5,219,3.65296803652968,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,2,Agent_6,218,3.669724770642202,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,2,Agent_2,223,5.381165919282512,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,2,Agent_4,207,4.830917874396135,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,2,Agent_8,211,4.739336492890995,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,3,Agent_4,216,4.62962962962963,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,3,Agent_8,212,4.716981132075472,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,3,Agent_5,211,6.161137440758294,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,3,Agent_7,229,3.4934497816593884,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,3,Agent_6,201,4.477611940298507,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,3,Agent_2,204,5.392156862745098,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,4,Agent_2,208,3.3653846153846154,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,4,Agent_7,234,4.273504273504273,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,4,Agent_5,213,4.225352112676056,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,4,Agent_4,214,4.205607476635514,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,4,Agent_6,208,3.8461538461538463,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,4,Agent_8,221,5.429864253393665,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,5,Agent_7,210,4.761904761904762,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,5,Agent_4,210,4.285714285714286,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,5,Agent_6,214,3.2710280373831773,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,5,Agent_5,221,4.072398190045249,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,5,Agent_8,218,4.587155963302752,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,5,Agent_2,219,4.5662100456621,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,6,Agent_7,214,4.672897196261682,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,6,Agent_8,220,3.1818181818181817,1.0,0.45454545454545453,1.0,0.0
off,Unavailable,defectors25,25% defectors,62,6,Agent_5,209,4.784688995215311,1.0,0.4784688995215311,1.0,0.0
off,Unavailable,defectors25,25% defectors,62,6,Agent_4,203,4.433497536945813,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,6,Agent_2,207,4.3478260869565215,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,6,Agent_6,218,3.669724770642202,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,7,Agent_2,214,3.2710280373831773,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,7,Agent_8,207,3.3816425120772946,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,7,Agent_6,214,2.803738317757009,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,7,Agent_5,216,4.62962962962963,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,7,Agent_4,213,4.694835680751173,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,7,Agent_7,218,3.211009174311927,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,8,Agent_7,221,4.524886877828054,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,8,Agent_5,211,4.739336492890995,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,8,Agent_4,226,4.867256637168142,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,8,Agent_2,217,3.225806451612903,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,8,Agent_8,204,3.9215686274509802,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,8,Agent_6,235,1.702127659574468,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,9,Agent_6,214,3.7383177570093453,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,9,Agent_4,222,5.8558558558558556,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,9,Agent_7,226,4.867256637168142,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,9,Agent_8,203,4.433497536945813,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,9,Agent_5,211,4.739336492890995,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,9,Agent_2,198,4.040404040404041,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,10,Agent_5,209,4.30622009569378,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,10,Agent_4,215,3.7209302325581395,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,10,Agent_8,220,5.454545454545454,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,10,Agent_7,223,6.726457399103139,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,10,Agent_2,210,4.761904761904762,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,62,10,Agent_6,218,4.128440366972478,1.0,0.0,0.0,0.0
off,Unavailable,defectors25,25% defectors,63,1,Agent_3,228,3.508771929824561,1.0,0.0,0.0,0.0
